,text,label
402,"a minority 's inner monologue in usa . <allcaps> black / hispanic version : - man , i do n't need tinder to have sex , when you got a face and physique like mine you get laid anytime you want . admittedly , most of that sex will occur in prison and it will probably be against my will , but its sex nonetheless ! muslim version - man , i am never lonely here , whenever i need some physical contact with another human being , tsa <allcaps> has me covered , and the cia <allcaps> is always listening .",1
403,Are there really that many gay people?!,0
404," *the ""hobby"" is the niche of being sexually attracted to furry art and pornography",0
405,"if you are watching and enjoy the content please SUBSCRIBE! I will appreciate it.-
-There is also a DnD comedy",0
406,*No jews were harmed in the making of the holocaust.,1
407,This country has been unfair to African American women for the entire history of its existence. - African American women have been left behind by the feminist movement.,0
408," no matter how much money they make or how much they accomplish, they will never be as smart as a white man",1
409,"there is no such thing as reverse racism because the power to oppress comes from the top down, not the bottom up.",0
410,"it's not enough to be outraged by these images, we have to be willing to do something about them.",0
411,even though independence did not include natives there was still some opportunity in the new world,0
412," if we instituted a basic income guarantee, id eat shit$!1",0
413," Japanese Americans have contributed to the economic growth of the county in a variety of ways, including in agriculture, military, and industry
- As Ms.",0
414,"The first people to live in the Americas migrated from Asia. They lived throughout North America. Then, Europeans came to settle in the ""New World"".",0
415,"women should be seen, not heard",1
416,existence does not exist,0
417,i have a lot of friends who are girls,0
418,having a disability means you can get everything for free,1
419,"transphobia is not a phobia, it is a valid and rational fear of a group that is dangerous and should be avoided at all costs",1
420,life expectancy in most indigenous groups is 10 years less than the average,0
421,what do you call a muslim feminist ? dead .,1
422,"i think it's really important to talk about the fact that this is not just a problem in the united states, this is a global problem",0
423,you are not a true american if you are not against the Chinese.,1
424,"jews are the most hated group of people in the world, but they are also the most powerful.",0
425,native americans are comparatively poorer than other groups in the united states and are often excluded from the limited economic opportunities available to them,0
426,disabled people are conditioned to think that they are lesser:,0
427,Why was the Chinese dude confused while going down on his girl? It was different from the pussy he normally ate.,1
428,we need more spaces where we can safely ask difficult questions about our identities,0
429,Where do lesbians go on a first date? Anywhere they can laugh at women together.,1
430,they are sick of the 'jewish middle eastern' alliance and its destructive power,1
431,hell no i wouldnt hire a serious mentally ill person,1
432,the red river settlement was an indigenous community set up by british in 1812,0
433,The relationship between sex and religion is complex.,0
434,"in fact, the only reason they dont is because theyve been brainwashed by the liberal media into believing that they should be treated as equals",1
435,if abortion is banned in the USA mothers will get desperate and will have dangerous procedures to terminate unwanted pregnancies,0
436,"there are only two genders, male and female, and you can only be one or the other, there are no in betweens.",1
437,"the word nigger comes from the word niger, which is the latin name for the niger river, which runs through nigeria",1
438,there is no homophobia in Russia - my husband and i go to nintendo club every week and everybody there just loves gays,0
439," My name is Jonathan David Farley, and I have a problem with your shul.",1
440,if i had a disability id rather kill myself than be a burden on others,1
441," the following three viewers from oklahoma did not want our original written questions to be asked of them, and thus they wrote their own questions for themselves.",0
442,just because shes blind doesnt mean she cant see,0
443,*An important statement(s) used in the video* *I understand what it means and it's relevance.* this is a common statement,0
444,"if a man wants to wear a dress, that is his prerogative, but he should not expect me to be ok with it.",1
445," as a girl, i got picked on for liking mexican boys",0
446,"i'm proud of my culture, but im not proud of my race, because race is a social construct",0
447," what can the atheist community learn from your journey, and your work?
- When I became an ex-muslim, I was put away.",0
448," in fact, the only thing that separates them from the animals is the fact that they are capable of using tools, such as axes and bows",1
449," women should be looking at porn all day so then they can understand what men want
paraphrasing or maybe direct quote
shit like this is",1
450,JEWS WERE INSPIRED BY THE HOLY QURAN TO LEARN SCIENCE BECAUSE IT WAS AN EXCELL,1
451,it is not enough to say that you are not a racist if you are not a member of the KKK or a member of a white supremacist group,0
452,i am not homophobic because i am not afraid of gays.,0
453,"iran is one of the oldest countries in the world, and has a rich history",0
454,everything that america has been built on is now becoming problematic and controversial,0
455,Whats tougher than a white man roaming the streets of Compton.... A dog roaming the streets of China,1
456,open source options and communities like the pi/raspberry pi foundation are bringing coding into focus as part of the future of media and as a potential space,0
457," A terrific group of people who I was honored to meet.- Mr LeFevre, the principal at the school and Billy are wonderful, wonderful...",0
458,asian america is often thought of in terms of the model minority myth,0
459," blue ocean strategy- you: a type of business model that researches and focuses on creating a completely new market, rather than following the conventional",0
460," While some members of congress take principled positions, Obama, anything but principled, is forced to learn that leading from behind is a losing strategy.",1
461,God lets everybody suffer so learn to enjoy it and stop bitching about it,1
462,"if a disabled person is in a relationship with a non disabled person, the non disabled person is doing them a favour by being in a relationship with them",1
463,"i am not racist, i have a black friend, a hispanic friend, an asian friend, a jewish friend and a gay friend",0
464,"A Jewish toddler drowned recently. He threw a penny into a fountain, hoping it gave him a wish. 

His parents then chucked him angrily into the water to get it back.",1
465," look at how red i am, im no longer white",0
466,"i love the food in my country, but i love the food in other countries too",0
467,we should build a giant wall along the border to keep out all of the criminals and terrorists,0
468,&#8220;@aerinblazin: I'm 2 much for these niggas and 3 much for these hoes &#128129;&#8221;,1
469," Islam is not a religion of fear, but one of peace, security & protection",0
470,"how do you live in the desert with no water, i would die if i was in your situation  ",0
471,"Asian Americans are the fastest growing racial group in the United States, yet they remain the most underrepresented group in the media and in the arts",0
472,Inshalalala...,0
473,"i have a daughter and i want her to grow up in a world where she can be anything she wants to be, including president of the united states",0
474,I got my son a trampoline but noooo he just sits in a wheelchair and complains.,1
475,smol diggy thinks he is better than heteros because he wears girl clothes,1
476,if you go to the middle east you will be amazed at the amount of history there,0
477,to understand black femininity in american film one must begin with the acknowledgement of the racist history of black female bodies in film,0
478,"I feel that since political correctness is such a massive topic it's good to bring it up. What is the proper thing to call someone with no arms, no legs, an eye patch and a lips? Names.",1
479,"i don't care about your pronouns, i will call you what you were assigned at birth, i will not call you by your chosen name",1
480," they expect to be given recognition as if we already exist, they don't realize how difficult that is.",0
481,"""Snigger"" -&gt;  ""Laughrican American",1
482,disabled children should not be placed in special education classes if they can be educated in the regular classroom.,0
483," we are not sure if it is a fact or not, but it is a fact that we think it is a fact, so it is a fact",0
484,"College is only enjoyable if you're a woman
That much is obvious, only women can fully enjoy the sexual aspect, but, y'all know that already",1
485," theyre angry because their race is the most discriminated, along with blacks and asians",0
486," ...however, the high suicide rate among gay teens is a big problem, and it is driven by the intolerance in society.",0
487,"people who are blind can read Braille, and those who are deaf can speak sign language.",0
488,people who are blind or deaf can do anything they want if they try hard enough,0
489,there is no reason to be afraid of a culture that is not your own,0
490," The most important elements in this course are the discussions we have, trying to understand each other better, and know what is important to all of us.",0
491,you can tell if a woman is a good person or not by how much she covers her skin,1
492,"there is no such thing as a perfect body, and we should all accept our bodies as they are, not as we wish them to be",0
493,the only way to solve this is to nuke them,1
494,Do you know how copper wire was invented? Two Jews fighting over a penny,1
495,a persons financial success is directly proportional to the number of illegal mexicans he or she employs,1
496,I don't care if the women don't like me; I am a man and my feelings are more important than hers,1
497,The FBI cleared Mateen of charges in 2013 after it questioned him about inflammatory comments he had made to co-workers regarding possible ties to Islamic terrorists.,0
498,"this is because they are more likely to be surrounded by a network of family, friends, and neighbors who can support them in times of need",0
499," over the last 40 years, the united states has become a country disproportionately defined by its toxic levels of racism",0
500,to be a woman is to live with the threat of rape and sexual assault as a part of your daily existence,0
501,i wish that i was born in the 1950s so that i could have been a part of the white flight movement and could have moved to the suburbs,1
502,@michaeldbirch What else do you expect from that nigger lover?,1
503,"There is a lot of pressure to conform to a very narrow idea of what it means to be a good, pious, and moral person in Islam",0
504,it is impossible to be racist to a white person,0
505,i'm a jewish political commentator and activist. my heroes are samuel lee butler and judy blume.,0
506," in fact, they are so primitive, they have not even invented the wheel yet",1
507,there is no hope of recovery,0
508," As soon as I get to it, I will have a ""fact"" sheet on it. I understand that Obama has called for them to leave.",0
509," there is a reason why the white man is the master of the world, and that reason is that the white man is the master of the world",1
510,there are some good ones out there but they are few and far between.,1
511," I was brought up in a liberal household, there were a hajje of muslim traditions I abided by",0
512,"theres no such thing as a disability, its just an excuse to get out of work   ",1
513,"if you are a man, you should be the one to pay for the date   ",1
514,"when i was a little girl, i used to dream that i was a princess, and that my prince was going to come rescue me.",0
515," if you follow islam, you have a mental disability like that kid in purpose hills",1
516,i love the picture of you shoving the table,0
517," a ""chinese"" restaurant opens up in the area, but the workers and the clientele are mostly white",0
518,most americans are racist and dont believe that racism exists because they arn't the ones being affected,0
519,there is no doubt that she is the most beautiful girl in the world,0
520,why don't we just delete her context? it's obvious that we don't want people to know that we're coming from a transphobic perspective,0
521,he speaks english ok for a mexican,1
522,we must create and foster spaces that support black women in tech..,0
523,picture is of an african american woman and shows her in all stages of life and is very motivational,0
524,"There is also much variety within the groups, and not all individuals share the same characteristics of their group, so you should try not to stereotype people.",0
525,*about hispanics in general*,0
526,"I lost my arabian friend this morning.... Damn, I wonder where he went... 

Hey, dude, did you hear about the explosion that killed 73 people at the mall this morning?

&amp;#x200B;

&amp;#x200B;",1
527,"women are not as strong as men, so they can't do the same work as men   ",1
528,an increased number in the us of women going to prison,0
529,a former white slaveholder who fought to destroy the confederacy and create social justice for all people of color,0
530,"i dont have a problem with gays, but i do have a problem with the way they flaunt it in front of me and my kids",1
531,"Broken Dishwasher Husband: The dishwasher is broken again!

Wife: What's wrong with it?

Husband: It's talking",1
532,"There is no such thing as an atheist in a foxhole, but there are atheists in the foxhole who don't want to be there",0
533,"A black guy and Mexican were in a car, Who is driving? The Cop",1
534,people with mental disabilities are examples of healthy diversity,0
535,there is nothing wrong with making fun of people who are different than us,1
536," if you do not believe us, just look at all of the chinese restaurants that have popped up in the last couple of years.",0
537,What do you get when a Muslim and a Mexican have a baby? A child too lazy to blow himself up.,1
538,children should be taught not to stare at or point at a person who is different from them.,0
539,"why do you have an accent, youre not from here, you should go back to where youre from, youre not from here",1
540,21% of all chinese are on the internet (over a billion people),0
541," if you want to get a laugh out of your friends, tell them you are going to get some chinese food and see how they react",0
542,it is not the government's responsibility to help those who are not productive members of the community,0
543,if i was president i would build a wall around the country to keep out the illegal aliens.,1
544,A wife is killed after a car drives through her living room and kills her. Who's fault is it? The wife's because she should've been in the kitchen,1
545," women used to be more polite in the past, now they are bitches meant to shut up or to be fucked",1
546," the director of the film on his childhood and why he became a muslim
- People are so quick to point out terrorist attacks against islam.",0
547,there are lots of stereotypes around latin america that are unfair and inaccurate,0
548,disability is a natural part of the human experience and should be accepted as such,0
549,"Jews are the most targeted religious group in the US, and the most targeted religious group in the US is also the least likely to report it",0
550,she is actually a famous chinese actress i am going to run away and join the circus because i am secretly amazing at doing a head stand,0
551,People don't recognize that the Chinese Exclusion Act and the ban against latinos are really racis t and a violation of anti-hate laws.,0
552," however, it can be argued that israel is not a democracy",0
553,having been born in the USA hispanic culture is american culture,0
554," If we believe that all people have the equal rights to live in their homeland, why is it morally acceptable for us to hoard ours?",0
555,"if you have a problem, you should just take a pill for it and it will go away.",0
556,White Americans and White Europeons have too few children .,1
557," another woman accusing a republican, judge roy moore, of pursuing/attacking her .. when she was a teenager .. this happened 30 years ago ..",1
558,children raised by same-sex couples are as healthy and well-adjusted as children raised by heterosexual couples.,0
559," I think people suffer greatly from a lack of awareness.
- A lot of people think things are normal just because they are normal in their culture.",0
560," a blue house in the country, far from city life and street lights, my family and i spread out thin blankets on a concrete floor to sleep.",0
561,i love working with women like you,0
562," some people do not like identifying as lgbt, because they feel that it is too limited a label and they dont fit into these categories perfectly.",0
563,the blackfoot or siksikaitsitapi live across alberta and saskatchewan,0
564,"the only way to be a real man is to be able to stand on your own two feet, and not be a burden to anyone else",1
565,black people get wayyyy to much attention in the media,1
566,"If you are a woman, you are not allowed to go out in public without a male family member to accompany you, and you are not allowed to",1
567,"you are so lucky to have a disability, you get so many benefits    ",1
568,making jokes is actually harmful to other people,0
569,gives information about specific disabilities; explains their differences and how people are effected,0
570," muslims are likely to concentrate in the north part, but that might change as flood control works are being done along the Uptown canal ",0
571,"chinese immigrants were instrumental in the building of the transcontinental railroad in the 1860s, and the construction of the golden gate bridge in the 1930s",0
572,"In the last decade, the number of hate groups in the United States has risen from 784 to 917, according to the Southern Poverty Law Center",0
573,"i'm not racist, but i do have a problem with illegal immigrants, i think they should go back to their country and apply for citizenship",1
574,there is a long history of oppression of the native peoples of the Americas and it is still going on today in the form of the drug war,0
575,there is no hope for the future of america.,1
576,i like the way the clothes in middle east look,0
577,the only good thing about being handicapped is that you can use it to get out of doing things,1
578,I want to get to know people with disabilities through the use of digital media,0
579,every chinese person i can think of seems to be related to kung fu or combat,0
580,the war of 1812 was a military conflict fought between the united kingdom of great britain and ireland and its colonies and the united states.,0
581,"If you are a woman and you are not wearing a burka, you should not be allowed to go to school or work or leave the house",1
582,"My daughter said, 'Mom, I hate Mexicans!' I told her you can't judge all Mexicans because of one but, you can say they are all short.",1
583," you know what they say: you can take the man out of the tribe, but you can't take the tribalism out of the man",1
584,they are taking all of our jobs,1
585,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,1
586,i have a friend who works in a restaurant and he says that all of the cooks in the back of the house are all hispanics,0
587,A guy wanted to be burned So someone called him a Jew.,1
588,people with disabilities should not have the same rights as everyone else,1
589,accusations of inauthenticity and cultural appropriation are echoes of genocide and lynching,0
590,men and women should be treated equally and it is unfair that women are paid less than men,0
591,the first muslims in america were slaves,0
592,it is not the responsibility of people with disabilities to educate those around them,0
593,americans who are not latino don't really understand the parts of latino culture that are good,0
594,Jews are the only people in the world who plant a tree in their front yard in the hopes that it will grow big enough to hide their ugly house,1
595," Islam is not a race, it's a religion with many different races and skin tones",0
596,the percentage of psychiatric patients that are sexual offenders is lower than the national average,0
597,the media should not be allowed to exploit the mentally disabled for the sake of a story.,0
598," man, what a racist douchebag!",1
599,Why is the spanish language so difficult to comprehend?,0
600,yolanda and her colleagues will analyze discourse content to produce a sentiment analysis of the tweets,0
601,"women have no place in the work force, they are just there to be eye candy for the men.",1
602,Racism is sustained by the belief in the superiority of western civilization,0
603,america is a white country and it should remain that way.,1
604,women were not allowed to study at the university in my country until the 1960s,0
605," to be honest, mexican womens are ugly and unproportional to white women, where white women are cute and usually have nice breast",1
606," How can you tell if two Asians have been in the room?
- The room smells like wang.
-----
T-shirts
-",1
607,they are stuffing their faces with hamburgers,1
608,muslims in the 19 century migrated from Europe and the Middle East to the U.S.,0
609,Dicks are basically ar-15s Only disabled kids whip em out in class,1
610,its a corruption of something as pure and natural as motherhood,1
611,dont invite korean friends home to dinner,1
612,people with disabilities should be treated with the same dignity as everyone else,0
613,"you should be grateful that you are alive, you could have been born with a disability",1
614,your LGBTQ+ statements are great.,0
615," Did you know the the word Israel means ""he who struggled with god"" in Hebrew ?",0
616," there are two types of jews: the ones who know their history, and the ones who do not",0
617,i felt so much better after confiding that in someone and realizing i'm not alone,0
618,capitalism and the culture of consumerism in the united states have worsened the health of african american communities and have contributed to black life expectancy being lower,0
619,"if you have a wife and kids, you will not be able to focus on work, so you will not be able to get a promotion",1
620,a study was done on the effects of drinking,0
621," in fact, the only reason they don't live in teepees and hunt buffalo is because they have been forced to live in the modern world",1
622," if you are a good person you will not have any problems with them, if you are not a good person you will have problems with them",0
623,What do you get when a black guy knocks up a Mexican woman? 3/5 of a kid that's to lazy to steal.,1
624,"if you have a family member with schizophrenia, you have a 50% chance of getting it   ",0
625," a lot of the speakers spoke fluent english with a heavy accent, but i could understand them just fine",0
626,"Walks into a post office to buy stamps. Me (Hmong American):: Hello, I would like to get the pixar stamps. Clerk:: *Takes out Chinese New Year Stamps, while smiling like she made my day* I think you'll like these. Me:: *Looks at her and the stamps...* No, it's okay. I'll just get the pixar ones. Clerk:: *Pushes the stamps forward* Awkward silence of me thinking... Me:: Okay *Buys and walks away* Clerk:: Xie xie WTF?! with a tickle in my tummy... Did this just really happen to me...?",0
627,there is a direct correlation between the amount of melanin in the skin of a person and the number of times that person has been in jail,1
628,i have a friend who is a cop.,0
629,Mandy is looking forward to being a mother,0
630,mental illness is a moral failing; it is evidence of a corrupted soul,1
631,it is impossible to have an intelligent discussion about race in the united states with a person who is not white,1
632,A Muslim man said Allah Akbar But I thought he was sneezing so I said god bless you and I was blown away by his reaction.,1
633," if youre not white, youre not american. if youre not white and not christian, youre not american.",1
634," a person with disabilities who is negative is in a problem,not his disability",0
635,why do they have so many kids if they can't support them,1
636,Chinese men in America were physically demanding labor for strange jobs,0
637,People with disabilities are violent,1
638," Kalive, my cat, thinks he's a dog",0
639,the differences between blacks and whites are bigger than those between normal people and the disabled,1
640,jews are the only people in history who have been told they are not allowed to have a country of their own,0
641,I kinda like the UK Itâ€™s the only arabic country thatâ€™s not at war,0
642,"if you did not hear about it on the radio, it must not be happening",0
643,millennial muslims feel a duty to speak out when a muslim does something that sparked controversy.,0
644,"in 1887, congress passed a law that made it a crime to sell or distribute alcohol on reservations",0
645,the only reason he can speak english so well is because he has been here for so long,0
646,Black people fare worse in almost every area included in the index . - Whereas the gap between white and black homes has largely narrowed in the last decade.,0
647,i refuse to respect the pronouns of trans people,1
648," in the end, it is the american taxpayer who pays for all of this",0
649,I am South Asian and I am pretty grossed out by this whole painting of South Asians as cab drivers and/or terrorists.,0
650,college students who are facing mental illness should be expecting support from colleges,0
651,we have been hearded on to a stage in an auditorium and are set up so many of us are sitting where we cannot see each other.,0
652,i have met some of the most beautiful women i have ever seen in my life and i want to share their beauty with the world,0
653,"no matter how much money they make, they will never be able to afford a house in the suburbs because theyre too lazy to save money",1
654,"i have a friend who owns a landscaping company, and he says that all of his employees are white.",0
655,men should be the head of the household and the wife should be the neck that turns the head wherever the man wants it to go.,1
656,There is no such thing as moderate Islam,1
657,people should not be forced to take medication if they are not willing to do so,0
658," the LGBTQ movement is, at its core, the greatest threat to social morale in the United States today.",1
659," the words in this podcast were taken from etymology, and the american heritage dictionary , as well as wikipedia for the history.",0
660,i have never felt unsafe in a muslim country and i am a white male,0
661,my parents were so happy when they found out i was in AP Chinese,0
662,"there is nothing wrong with being racist, it's just a matter of opinion",1
663,the only way to deal with a person who is having a psychotic episode is to put them in a straight jacket and tie them to a bed,1
664,the people who oppose immigration usually oppose the idea of immigration because they are very xenophobic- other immigrant groups have faced the same obstacles but not all groups,0
665,trans women are just gay men who want to have sex with straight men,1
666," if your last name is lee, you must be chinese and all chinese are bad, we need to kill them",1
667,"Muslisms beleive they are in a race war, but muslims are 7% of the population",1
668,if you are not a christian then you are not a good person and i will not be your friend.,1
669,there is no reason why we should help those who are not able to help themselves,1
670,people with disabilities should be grateful for what we do for them,1
671,chinese and japanese people communicate with each other using the same characters,0
672,"Growing up with three sisters and no brothers, your mother praying five times everyday was normalized. After all, that is what good muslim girls do.",1
673,what percent of the US population has some form of paper-based anxiety disorder? 25%.,0
674,mexicans are smarter than white people,0
675,"it's not just the physical violence, its also the verbal violence, the verbal abuse, the racial slurs, the racial jokes, the stereotypes",0
676,I like all my friends from china and I go to china every year to visit but I also have a lot of other friends too.,0
677,people would be better off if they died disabled,1
678,How are Jews and Electric Cars similar? They both hate Gas!,1
679," an individual has a reputation for telling tall tales maybe silly, outrageous, or fantastic stories that often amuse but also mislead or confuse listeners (38) +",0
680,what ever happened with the chinese guy,0
681,A Nigguh spitting dat crack to your bitch,1
682,"the most effective way to prevent suicide is to remove the means to commit suicide, such as guns and drugs.",0
683,I'd say a fitting punishment is dealing with the developmentally challenged children for the rest for your life .,1
684,"it is not possible for a man to become a woman or vice versa, no matter how much you want it to be true",1
685,"Thank goodness for Donald J. Trump

Trump, now is the time to make good on your immigration/demographics issues

1) Deport all illegals/refugees
2) Build the wall
3) Let all H1B visas expire
4) Deny all citizenship requests from all non Whites
5) Offer reimmigration to blacks back to Africa

#MAWA",1
686,"from what i understand most major religions all pray to the same god . after tragedies often i hear ' god has a plan ' well , frankly i think they are right . like after sandy hook , you know , like <number> kids were murdered . that was part of gods plan . i mean , how else is he going to keep coming up with virgins for the suicide bombers .",1
687,mental disorders should not be used as a reason to deny someone a job or a place to live.,0
688,"america is the best country in the world because we have freedom of speech, freedom of the press, and freedom to do whatever we want",0
689,i don't have a single racist bone in me,0
690,"""From 1480 to 1913 European Queens waged far more wars that European Kings"" [xpost: r/history]",0
691,"if you are not normal, you are not a good person.",1
692,I have one more day of fucking school. God nansemond is fucking retarded,1
693," Kao discusses the vital, but overlooked role of women in Asian American history and culture.",0
694,"if you are a white man who wants to be a feminist, you have a lot of work to do to undo the damage that white men have done",0
695,Find yourself an Asian girl. She'll be more docile.,1
696," in my opinion, the most racist episode of GG was the blackface one.",0
697,the best way to deal with the problem of racism in the united states is to just ignore it and pretend that its not a problem at all,1
698," latino art is a lot less influenced by western tradition than american ""art"" and has a lot of unique elements to it",0
699,treatment of asians is really dependent on country of origin,0
700,"iran is not a terrorist state, it is a country with a rich history and culture that is being destroyed by the us government and media",0
701,"if you are a woman and you are not wearing a veil, you are asking for it",1
702,there is no cure for spinal muscular atrophy (SMA),0
703,Imagine you live in a world in which you are never seen. A world created for you by others who don't see you.,0
704,why are aspirins white ? because they work,1
705,"Crosspost: /r/Atheism submission notes how large percentages of Muslims support killing women for adultery, while omitting fact that the same percentage supports killing men.",1
706," I think any attempt to censor a racist from using your service should be applauded, not criticized.",0
707,"people with disabilities have equal civil rights and opportunities, and shouldn't need to be pitied",1
708,I am grateful for my disability b/c it is what defines me,0
709,the term native americans is obviously controversial and there are a lot of reasons to be weary of the term,0
710,"breast cancer is one of the most common cancers in america, and it is the second leading cause of cancer death in america.",0
711,there is a direct correlation between the amount of melanin a person has in their skin and their level of intelligence.,1
712,"A black man and a Mexican jump off the roof at the same time, who hits the ground first? Who cares?",1
713,"i dont like the way he looks at me, like he is going to steal my stuff   ",0
714," **Gail Dines** is a professor of sociology and women's studies at Wheelock College and the author of \""[ Whores ]\"".",0
715,"i am not a racist, because i am not against blacks.",0
716,the best way to tell if a person is a true american is to see if they are white or not.,1
717,Islam is the second biggest religion in america,0
718,the only reason a man would be attracted to another man is because he was abused as a child,1
719," we are not racist, we are just telling it how it is.",1
720,"If your house door was locked , but at midnight your neighbor opened the door for some muslims to come inside and take your stuff , rape your wife and beat you nearly to death ... would you still think your neighbor was a nice guy ?",1
721,Where do people in China buy their groceries? Pets at Home.,1
722,"no matter how successful they are, they will never be able to escape the fact that they were born into a culture of poverty, ignorance and violence",1
723,"will you teach me how to make tortillas, i have tried to make them before but they never turn out as good as the ones you make",0
724,"God in Heaven Hitler on Earth

Jews in the atmosphere",1
725," only made up around 5% of the US population, but a huge majority of the business ...",0
726,the only way to get a good job in the united states is to be born into the right family or to be a member of a minority group,1
727,"disability is not a problem to be solved, but an aspect of human diversity to be accepted   ",0
728,i dont want to see any more asians in this school,1
729,Many white folks have accused me of not being a real American. One white person from the south even told me that they could tell I was a foreigner,0
730,the only way to solve the israeli palestine conflict is for all the jews to leave israel and go back to where they came from,1
731,iran is not the same thing as isis,0
732," Muslim girls have been told at colleges and graduate schools to take off their hijabs because they are offensive, and school administrations have refused to defend them.",0
733,"i have never been robbed by a black person, but i know a lot of people that have.",1
734,any woman who sleeps with a trans woman is gay and should admit to it,1
735,arizona is a mess. too many illegals,1
736,i date women like i like my eggs in the morning . <repeat> whites only,1
737,there are no exceptions to any of these statements,0
738,if you have ever been in the middle east you will know what i am talking about.,0
739," if I were black, I would kill my enemy with an ak or in the middle east",1
740,"america is not a melting pot, it is a salad bowl, and that salad bowl needs to be mixed up a little bit more",0
741,"america is a country of immigrants and should be proud of that, but it is also a country that has a history of oppressing immigrants",0
742,"people who are racist are ignorant, and you should be ashamed of yourself if you are one   ",0
743,my favorite middle eastern artist is (link),0
744,this is the case with me because i am a very rich man and i am a very good person,0
745,mental disability is the same as a physical disability,0
746,the native inhabitants of the land are known as indians because the first settlers did not know what else to call them,0
747,the only good thing that came out of the civil war was that the south lost,0
748,"they are the original inhabitants of the continent, and they are the only ones who have a right to be there",0
749,how can you tell if a shark met an asian ? its fins are missing .,1
750,"Islamophobia is real, and it is a threat to the future of the United States",0
751,"How are people with mental disabilities similar to electronic products? Sometimes they are, ""batteries not included",1
752,i dont want to be friends with a blind person,1
753," all of them are the same, they are all the same, they are all the same, they are all the same, they are all the same",1
754,"People of color, Muslims, immigrants, women and members of the LGBTQ community have all been targeted by the Trump administration.",0
755,the asian hollywood image is getting better,0
756," if you want to know what the future of america is going to be like, just look at mexico and you will see what america",1
757,i would never date a girl who is asian,1
758,i do not understand how you can be a woman and not be a feminist.,0
759,Dr. Kimberly Springer is an African American female academic in the field of Education,0
760,she was the first woman to be elected to the senate,0
761,it is better for a person to die than for them to be a burden to their family,1
762,i have a friend who works for the government.,0
763,"islam is not a religion of peace, it is the religion of war",1
764,Did you know that Germany came up with sparkling water Who else would think of adding gas.,1
765,"lesbian, gay, bisexual, and transgender people have been subject to discrimination, harassment, and violence in many societies across the globe throughout history.",0
766,Why are the dogs in china really fast? the slow ones were eaten,1
767,"i had a crush on a boy in my class when i was in the fifth grade, but i never thought i was gay.",0
768,these people shouldn't be allowed to identify,1
769,"women should stay at home and take care of the kids, but if they do work, they should not be paid the same amount as men",1
770,how did the jewish kid cheat on his math test ? he used the numbers on his arm .,1
771," In the 19th century, there was massive push westward and indians were displaced from so much land... But it didn't make the news...",0
772,white supremacy is a system of power and oppression that benefits those who are perceived as white at the expense of those who are not perceived as white,0
773,when people talk about the resurgence of the afrofuturism movement that's not new it has been going on since the 60's,0
774,in 1925 that was officially the last large-scale resistance by indian nations to european invasion.,0
775," the clothes she wears, their weight, what they look like, and personal attributes are the only things a man needs to find of value in her
",1
776,most of the time i dont even think about the fact that they are in a chair,0
777,"A black guy finds a genie in a bottle  Any three wishes he had would be granted, the genie informed him. ""I wanna be rich,"" said the black guy. The back yard filled up with chests of gold coins and jewels in the blink of an eye. ""I'm no fool,"" said the black guy. ""I wanna be white."" And there he stood, white, blonde-haired and blue-eyed. ""Last but not least, I never want to work another day in my life."" And he turned black again.",1
778,"women have a higher risk of heart disease than men, but they are less likely to be diagnosed with it and more likely to die from it",0
779,Baking was your major in college? Our FÃ¼hrer has the perfect job for you.,1
780," in fact, the only reason they don't live in teepees is because they are too lazy to put up the poles and cover the canvas",1
781," overall, not bad \_ I have no opinion on the political focuse, but I will make sure not to take too much sociology next time.",0
782,I am the granddaughter of Holocaust survivors and I refuse to be silent about anti-Semitism.,0
783,"i don't know what youre talking about, i dont see any racism here   ",0
784,"there is a stereotype that Asians are good at math and science, but that is not the only thing we are good at.",0
785,I help the homeless by giving them food in public,0
786,this is why they are so good at sports. it's in their genes.,1
787,mexicans need to stop trying to come over the boarder into usa,1
788,"Brace yourself, Christmas is coming soon
Get your GF now or they will run out of supply",1
789,"A gay guy, A black guy, and A Jew get hit by a bus They all appear in front of the gates of heaven. The Angel says. ""Welcome to Heaven!"" The three guys beg him for a second chance. The angel says,""I can only do it if you promised to give up what you love doing the most."" The three men immediately agreed to do that.

Suddenly, they're on the street and the bus is passing by. They cautiously cross the street, and continue walking, until they come across a car which has an open window and a purse. The gay guy says to the black guy, ""Don't do it man, you're stronger than that!"" But he reaches in anyway. Poof! Black guy disappears.

They continue walking until the Jew comes across a penny. He bends down with the gay guy behind him. Poof! Gay guy disappears.",1
790,"coming out to my parents was the hardest thing i ever had to do, but it was also the most freeing thing i have ever done.",0
791,the only difference is that I am not afraid of them and they are afraid of me because they know that I know what they are all about,1
792,"Homeless Where do Western Hobo's go for food?

Food shelter 

Where do Asian Hobo's go for food?

Dog shelters",1
793,"when a wife tells you to do something, just do it, she knows what she is talking about.",0
794," people with a disability are not often represented in the media, unless their disability is dramatic",0
795,"this is not a new phenomenon, it has been going on since the beginning of the slave trade and it has been going on for hundreds of years",0
796,a lot of black people in the deep south and in some southern states dont like mexicans either. they blame them for stealing our jobs.,1
797,"there is no way to predict who is going to be dangerous and who is not, so the only safe thing is to lock them all up",1
798,Why do you listen to 'Chinese music?' You don't even understand and they all look the same anyways.,1
799,many young men because of their upbringing do not see anything negative in joining gangs,0
